id,Domain,Phylum,Class,Order,Family,Genus,Species
KJ184995.1.1440,Bacteria, Proteobacteria, Gammaproteobacteria, Xanthomonadales, Nevskiaceae, Hydrocarboniphaga, Ambiguous_taxa
KJ185028.1.1449,Bacteria, Proteobacteria, Gammaproteobacteria, Xanthomonadales, Xanthomonadaceae, Pseudoxanthomonas, Ambiguous_taxa
KJ191863.1.1501,Bacteria, Firmicutes, Bacilli, Bacillales, Bacillaceae, Bacillus, Ambiguous_taxa
HK555732.1.1481,Bacteria, Firmicutes, Clostridia, Clostridiales, Ruminococcaceae, Butyricicoccus, Ambiguous_taxa
KJ548929.1.1451,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Sphingobium, uncultured bacterium
KJ572398.1.1402,Bacteria, Verrucomicrobia, Verrucomicrobiae, Verrucomicrobiales, Verrucomicrobiaceae, Haloferula, Ambiguous_taxa
KJ574410.1.1248,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, Pantoea, Pantoea septica
KJ578741.1.1411,Bacteria, Firmicutes, Bacilli, Bacillales, Bacillaceae, Bacillus, Bacillus cohnii
KJ600818.1.1400,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Phyllobacteriaceae, Pseudaminobacter, uncultured bacterium
KJ600821.1.1435,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Flavobacteriaceae, Flavobacterium, uncultured bacterium
KJ600877.1.1458,Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas, uncultured bacterium
KJ600890.1.1404,Bacteria, Proteobacteria, Alphaproteobacteria, Rhodospirillales, Acetobacteraceae, Acidocella, uncultured bacterium
KJ616370.1.1274,Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Moraxellaceae, Acinetobacter, Acinetobacter sp. BC13-2
KJ715952.1.1378,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, Ambiguous_taxa, Ambiguous_taxa
KJ726552.1.1398,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, Serratia, Ambiguous_taxa
AB208549.1.1457,Bacteria, Proteobacteria, Alphaproteobacteria, Rhodospirillales, Acetobacteraceae, Neoasaia, Neoasaia chiangmaiensis
KJ748629.1.1473,Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Moraxellaceae, Acinetobacter, Acinetobacter sp. SSKSD04
KJ808829.1.1460,Bacteria, Firmicutes, Bacilli, Bacillales, Bacillaceae, Bacillus, Bacillus sp. GC2(2014)
KJ809401.1.1455,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Sphingobium, uncultured bacterium
KJ877722.1.1448,Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas, Ambiguous_taxa
KJ890525.1.1487,Bacteria, Actinobacteria, Actinobacteria, Micrococcales, Microbacteriaceae, Microbacterium, uncultured bacterium
HM807691.1.1360,Bacteria, Bacteroidetes, Bacteroidia, Bacteroidales, Bacteroidales S24-7 group, uncultured bacterium, uncultured bacterium
KJ939701.1.1374,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, Serratia, Pantoea agglomerans
HM808331.1.1368,Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, [Eubacterium] xylanophilum group, uncultured bacterium
KM021266.1.1282,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, Kluyvera, Enterobacteriaceae bacterium 190D
HM809531.1.1347,Bacteria, Firmicutes, Clostridia, Clostridiales, Family XIII, [Eubacterium] nodatum group, uncultured bacterium
KM026539.1.1454,Bacteria, Actinobacteria, Actinobacteria, Propionibacteriales, Nocardioidaceae, Nocardioides, Nocardioides sp. JS1661
KM035944.1.1434,Bacteria, Bacteroidetes, Sphingobacteriia, Sphingobacteriales, Sphingobacteriaceae, Pedobacter, Pedobacter trunci
KM100583.1.1426,Bacteria, Bacteroidetes, Sphingobacteriia, Sphingobacteriales, Sphingobacteriaceae, Pedobacter, Pedobacter sp. THG-J5
KM103376.102583.104166,Bacteria, Cyanobacteria, Chloroplast, Ambiguous_taxa, Ambiguous_taxa, Ambiguous_taxa, Ambiguous_taxa
HM817882.1.1354,Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, uncultured, uncultured bacterium
KM108638.1.1524,Bacteria, Firmicutes, Bacilli, Bacillales, Bacillaceae, Bacillus, Ambiguous_taxa
HM823561.1.1355,Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, Roseburia, uncultured bacterium
KM200500.1.1519,Bacteria, Verrucomicrobia, Opitutae, Opitutales, Opitutaceae, Opitutus, uncultured Opitutus sp.
KM200518.1.1475,Bacteria, Firmicutes, Clostridia, Clostridiales, Clostridiaceae 1, Clostridium sensu stricto 1, uncultured Clostridium sp.
KM200748.1.1442,Bacteria, Proteobacteria, Alphaproteobacteria, Rhodospirillales, Acetobacteraceae, Roseomonas, uncultured bacterium
KM278951.1.1341,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, uncultured, uncultured bacterium
KM278966.1.1412,Bacteria, Firmicutes, Bacilli, Bacillales, Bacillaceae, Anoxybacillus, uncultured bacterium
KM289143.1.1459,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, Ambiguous_taxa, Ambiguous_taxa
KM349211.1.1358,Bacteria, Proteobacteria, Alphaproteobacteria, Caulobacterales, Caulobacteraceae, Brevundimonas, Brevundimonas sp. 221Cu
KM386667.1.1290,Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Moraxellaceae, Acinetobacter, Acinetobacter sp. A47
KM386984.1.1446,Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas, Pseudomonas sp. JR-3
KM456172.1.1407,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Hyphomicrobiaceae, Devosia, uncultured bacterium
AB237664.1.1389,Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae, Ambiguous_taxa, Ambiguous_taxa
KM462873.4687.7475,Bacteria, Cyanobacteria, Chloroplast, Neocystis brevis, Neocystis brevis, Neocystis brevis, Neocystis brevis
KM506768.1.1480,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, Serratia, Serratia sp. W1
KM507143.1.1447,Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas, Ambiguous_taxa
KM507148.1.1456,Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas, Ambiguous_taxa
KM576852.1.1429,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Cryomorphaceae, Fluviicola, Fluviicola sp. THG-D9
KM598251.1.1457,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, Enterobacter, Citrobacter sp. THG-SQM2
KM823757.1.1546,Bacteria, Firmicutes, Bacilli, Bacillales, Planococcaceae, Paenisporosarcina, uncultured bacterium
KM877223.1.1426,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, Raoultella, Ambiguous_taxa
AB240273.1.1475,Bacteria, Verrucomicrobia, Verrucomicrobiae, Verrucomicrobiales, Verrucomicrobiaceae, Haloferula, uncultured bacterium
KP120808.1.1282,Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae, Paracoccus, Paracoccus sp. 91_16
KP196813.1.1296,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, Kluyvera, Kluyvera ascorbata
KP214626.16.1229,Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas, Pseudomonas baetica
KP277504.1.1420,Bacteria, Bacteroidetes, Sphingobacteriia, Sphingobacteriales, Sphingobacteriaceae, Pedobacter, Pedobacter wanjuense
KP318048.1.1460,Bacteria, Bacteroidetes, Sphingobacteriia, Sphingobacteriales, Chitinophagaceae, Vibrionimonas, Sediminibacterium sp. LT21-MRL
KP324955.1.1507,Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas, Pseudomonas mendocina
KP340802.1.1371,Bacteria, Bacteroidetes, Cytophagia, Cytophagales, Cytophagaceae, Hymenobacter, Hymenobacter sp. MIMtkLc17
KP645381.1.1430,Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas, Ambiguous_taxa
KP704422.1.1484,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, Pantoea, Pantoea sp. UYFA110
KP718803.1.1391,Bacteria, Proteobacteria, Gammaproteobacteria, Oceanospirillales, Halomonadaceae, Halomonas, uncultured bacterium
KP776466.1.1422,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Novosphingobium, Novosphingobium aromaticivorans
KP899182.1.1412,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, Ambiguous_taxa, Ambiguous_taxa
KR029194.1.1513,Bacteria, Firmicutes, Bacilli, Bacillales, Bacillaceae, Aeribacillus, Bacillus sp. mixed culture J2-73
KR029272.1.1502,Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas, Erwinia sp. mixed culture J12-50
KR067769.1.1479,Bacteria, Firmicutes, Clostridia, Clostridiales, Christensenellaceae, Christensenellaceae R-7 group, uncultured rumen bacterium
KR088538.1.1521,Bacteria, Actinobacteria, Actinobacteria, Micrococcales, Microbacteriaceae, Leifsonia, Leifsonia sp. D24
KR088587.1.1442,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, Erwinia, Erwinia billingiae
KR091951.1.1320,Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas, Pseudomonas sp. PRV5
KR153188.1.1452,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, Providencia, Ambiguous_taxa
KR350630.1.1465,Bacteria, Firmicutes, Bacilli, Bacillales, Bacillaceae, Bacillus, Bacillus cereus
KR514582.1.1245,Bacteria, Actinobacteria, Actinobacteria, Corynebacteriales, Corynebacteriaceae, Corynebacterium 1, Corynebacterium sp. P147607UB03
KR514583.1.1306,Bacteria, Actinobacteria, Actinobacteria, Micrococcales, Microbacteriaceae, Leucobacter, Leucobacter sp. P147607UB05
KT005386.1.1424,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, Raoultella, Raoultella sp. R11
KT027737.1.1259,Bacteria, Firmicutes, Bacilli, Bacillales, Bacillaceae, Bacillus, Bacillus marisflavi
KT154860.1.1367,Bacteria, Proteobacteria, Alphaproteobacteria, Caulobacterales, Caulobacteraceae, Brevundimonas, Ambiguous_taxa
KT154871.1.1359,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Sphingopyxis, Ambiguous_taxa
KT154952.1.1399,Bacteria, Bacteroidetes, Sphingobacteriia, Sphingobacteriales, Chitinophagaceae, Flavitalea, Niastella sp. BHS14
KT215540.1.1447,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, Enterobacter, Enterobacter hormaechei
KT248066.1.1269,Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Moraxellaceae, Acinetobacter, Acinetobacter sp. P4558
KT248068.1.1269,Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Moraxellaceae, Acinetobacter, Acinetobacter sp. P4560
KT248082.1.1269,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, Klebsiella, Klebsiella pneumoniae
KT280489.1.1462,Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas, Ambiguous_taxa
KT337490.1.1380,Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Burkholderiaceae, Burkholderia-Paraburkholderia, Burkholderia sp. JS23
KT369684.1.1405,Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas, bacterium ASP3
JUHO01000001.575650.577174,Bacteria, Proteobacteria, Gammaproteobacteria, Xanthomonadales, Xanthomonadaceae, Luteibacter, Ambiguous_taxa
KT582291.1.1392,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Brucellaceae, Ochrobactrum, Ochrobactrum pseudogrignonense
KT591346.1.1428,Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Comamonadaceae, Comamonas, Comamonadaceae bacterium HBT44-5
KT758826.1.1378,Bacteria, Actinobacteria, Actinobacteria, Propionibacteriales, Nocardioidaceae, Nocardioides, Ambiguous_taxa
KT763083.1.1204,Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Moraxellaceae, Acinetobacter, Acinetobacter sp. ZPP2
KT780431.1.1504,Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Burkholderiaceae, Ralstonia, Ralstonia sp. IK-4
KT834746.1.1482,Bacteria, Firmicutes, Clostridia, Clostridiales, Clostridiaceae 1, Clostridium sensu stricto 1, uncultured bacterium
KT895297.1.1446,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, Raoultella, Raoultella ornithinolytica
KU057002.1.1479,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, Serratia, Serratia sp. L2
KU057006.1.1502,Bacteria, Firmicutes, Bacilli, Bacillales, Planococcaceae, Lysinibacillus, Lysinibacillus sp. L8
KU179374.1.1471,Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas, Ambiguous_taxa
KU212141.1.1418,Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas, Pseudomonas chlororaphis subsp. piscium
KU320863.1.1421,Bacteria, Firmicutes, Bacilli, Bacillales, Staphylococcaceae, Staphylococcus, Staphylococcus pasteuri
KU324914.1.1231,Bacteria, Firmicutes, Bacilli, Lactobacillales, Streptococcaceae, Streptococcus, Streptococcus salivarius subsp. thermophilus
KU324921.1.1333,Bacteria, Firmicutes, Bacilli, Lactobacillales, Streptococcaceae, Streptococcus, Streptococcus equinus
KU722845.1.1377,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, Enterobacter, Citrobacter youngae
KU722847.1.1376,Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas, Pseudomonas koreensis
KU722848.1.1365,Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas, Pseudomonas koreensis
KU726272.1.1300,Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas, Pseudomonas umsongensis
KU764383.1.1319,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Phyllobacteriaceae, Mycoplana ramosa, Mycoplana ramosa
KX037147.1.1213,Bacteria, Firmicutes, Bacilli, Lactobacillales, Streptococcaceae, Lactococcus, Lactococcus sp. USMS16BP
AB264620.1.1463,Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, Lachnospiraceae NC2004 group, Ambiguous_taxa
AB267719.1.1480,Bacteria, Bacteroidetes, Sphingobacteriia, Sphingobacteriales, Sphingobacteriaceae, Mucilaginibacter, Ambiguous_taxa
AB269687.1.1470,Bacteria, Proteobacteria, Alphaproteobacteria, Rhodospirillales, Acetobacteraceae, Roseomonas, Ambiguous_taxa
LC008359.1.1442,Bacteria, Firmicutes, Bacilli, Bacillales, Family XII, Exiguobacterium, Exiguobacterium sp. DG1
LC014930.1.1329,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae, Rhizobium, Rhizobium puerariae
LC028738.1.1473,Bacteria, Proteobacteria, Alphaproteobacteria, Rhodospirillales, Rhodospirillaceae, uncultured, uncultured bacterium
KF084501.1.1390,Bacteria, Firmicutes, Negativicutes, Selenomonadales, Veillonellaceae, Dialister, uncultured bacterium
LC094617.1.1418,Bacteria, Actinobacteria, Actinobacteria, Micrococcales, Microbacteriaceae, Leifsonia, Microbacteriaceae bacterium MAEY21
LC140946.1.1439,Bacteria, Proteobacteria, Gammaproteobacteria, Aeromonadales, Aeromonadaceae, Aeromonas, Aeromonas salmonicida
AB273745.1.1489,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, Serratia, Ambiguous_taxa
LETC01000012.336728.338368,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, Enterobacter, Enterobacter cloacae
LFBR01000002.190330.192178,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, Serratia, Ambiguous_taxa
LK392811.1.1396,Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Moraxellaceae, Alkanindiges, uncultured bacterium
LK392891.1.1384,Bacteria, Proteobacteria, Gammaproteobacteria, Cellvibrionales, Cellvibrionaceae, Cellvibrio, uncultured bacterium
LK392914.1.1385,Bacteria, Bacteroidetes, Sphingobacteriia, Sphingobacteriales, uncultured, uncultured bacterium, uncultured bacterium
LK911038.8.1471,Bacteria, Proteobacteria, Gammaproteobacteria, Xanthomonadales, Xanthomonadaceae, Stenotrophomonas, Brugia timori
LKGZ01000002.720.2557,Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas, Pseudomonas putida
LKIT01000005.211354.212989,Bacteria, Proteobacteria, Gammaproteobacteria, Xanthomonadales, Xanthomonadaceae, Luteimonas, Xanthomonas sp. Mitacek01
LMAP01000034.315716.317198,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, Klebsiella, Klebsiella pneumoniae
LN558597.1.1373,Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas, Pseudomonas otitidis
LN560121.1.1320,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae, Rhizobium, uncultured bacterium
LN560151.1.1333,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Sphingopyxis, uncultured bacterium
LN560482.1.1305,Bacteria, Saccharibacteria, uncultured bacterium, uncultured bacterium, uncultured bacterium, uncultured bacterium, uncultured bacterium
LN560630.1.1351,Bacteria, Actinobacteria, Actinobacteria, Micrococcales, Microbacteriaceae, Leucobacter, uncultured bacterium
LN560865.1.1318,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, Bosea, uncultured bacterium
AB275282.1.1745,Bacteria, Proteobacteria, Epsilonproteobacteria, Campylobacterales, Helicobacteraceae, Helicobacter, Ambiguous_taxa
LN564539.1.1357,Bacteria, Actinobacteria, Actinobacteria, Micrococcales, Microbacteriaceae, Leucobacter, uncultured bacterium
LN567162.1.1363,Bacteria, Actinobacteria, Actinobacteria, Micrococcales, Microbacteriaceae, Leucobacter, uncultured bacterium
LN567172.1.1349,Bacteria, Actinobacteria, Actinobacteria, Micrococcales, uncultured, uncultured bacterium, uncultured bacterium
AB286430.1.1443,Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Moraxellaceae, Acinetobacter, Ambiguous_taxa
LN570464.1.1322,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Sphingopyxis, uncultured bacterium
LN570710.1.1362,Bacteria, Bacteroidetes, Cytophagia, Cytophagales, Cytophagaceae, Ohtaekwangia, uncultured bacterium
AB286475.1.1456,Bacteria, Proteobacteria, Gammaproteobacteria, Aeromonadales, Aeromonadaceae, Aeromonas, uncultured bacterium
LN571132.1.1338,Bacteria, Planctomycetes, Planctomycetacia, Planctomycetales, Planctomycetaceae, Planctomyces, Ambiguous_taxa
LN572738.1.1365,Bacteria, Bacteroidetes, Sphingobacteriia, Sphingobacteriales, uncultured, uncultured bacterium, uncultured bacterium
AB286976.1.1514,Bacteria, Firmicutes, Clostridia, Thermoanaerobacterales, Family III, Thermoanaerobacterium, Ambiguous_taxa
LN610139.1.2752,Bacteria, Firmicutes, Bacilli, Bacillales, Staphylococcaceae, Staphylococcus, Staphylococcus carnosus subsp. carnosus
LN612840.1.1457,Bacteria, Bacteroidetes, Bacteroidia, Bacteroidales, Prevotellaceae, Alloprevotella, uncultured rumen bacterium
LN614699.1.1340,Bacteria, Proteobacteria, Alphaproteobacteria, Rhodospirillales, Acetobacteraceae, Rhodovarius, Roseomonas sp. L1B40
LN810637.1.1401,Bacteria, Proteobacteria, Alphaproteobacteria, Rhodospirillales, Acetobacteraceae, Roseomonas, Roseomonas sp. JC288
LN848746.1.1433,Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Moraxellaceae, Acinetobacter, Acinetobacter sp. Fm48(5)
LN854580.1.1220,Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Moraxellaceae, Acinetobacter, Acinetobacter radioresistens
LN854582.1.1251,Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Moraxellaceae, Acinetobacter, Acinetobacter calcoaceticus
LN864409.1.1450,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, Citrobacter, Citrobacter freundii
LN866618.1.1249,Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Comamonadaceae, Comamonas, Comamonas testosteroni
LT158289.1.1412,Bacteria, Proteobacteria, Alphaproteobacteria, Rhodospirillales, Rhodospirillaceae, Skermanella, Ambiguous_taxa
LVTN01000110.539979.541433,Bacteria, Cyanobacteria, Chloroplast, Musa itinerans, Musa itinerans, Musa itinerans, Musa itinerans
LYBL01000012.279962.281510,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, Yersinia, Ambiguous_taxa
U20273.1.1506,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, Providencia, uncultured bacterium
AB294314.1.1403,Bacteria, Proteobacteria, Alphaproteobacteria, Rickettsiales, SM2D12, uncultured bacterium, uncultured bacterium
AB100738.1.1439,Bacteria, Bacteroidetes, Sphingobacteriia, Sphingobacteriales, Sphingobacteriaceae, Sphingobacterium, Ambiguous_taxa
AB308060.1.1386,Bacteria, Proteobacteria, Alphaproteobacteria, Rhodospirillales, Acetobacteraceae, Acetobacter, Acetobacter lovaniensis
ACHA02000013.60587.62097,Bacteria, Bacteroidetes, Sphingobacteriia, Sphingobacteriales, Sphingobacteriaceae, Sphingobacterium, Ambiguous_taxa
AB375750.1.1481,Bacteria, Bacteroidetes, Sphingobacteriia, Sphingobacteriales, Sphingobacteriaceae, Sphingobacterium, Ambiguous_taxa
AB437410.1.1513,Bacteria, Firmicutes, Bacilli, Bacillales, Bacillaceae, Anaerobacillus, Ambiguous_taxa
AB455265.1.1439,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Flavobacteriaceae, Flavobacterium, Ambiguous_taxa
AF005009.1.1474,Bacteria, Actinobacteria, Actinobacteria, Propionibacteriales, Nocardioidaceae, Nocardioides, Ambiguous_taxa
AFBB01000028.152.1706,Bacteria, Firmicutes, Negativicutes, Selenomonadales, Veillonellaceae, Dialister, Ambiguous_taxa
AB486271.1.1385,Bacteria, Actinobacteria, Thermoleophilia, Gaiellales, Gaiellaceae, Gaiella, Ambiguous_taxa
BX842648.123565.125058,Bacteria, Proteobacteria, Deltaproteobacteria, Bdellovibrionales, Bdellovibrionaceae, Bdellovibrio, Ambiguous_taxa
AB506121.1.1487,Bacteria, Bacteroidetes, Sphingobacteriia, Sphingobacteriales, Chitinophagaceae, Niabella, Ambiguous_taxa
D86195.1.1527,Bacteria, Actinobacteria, Actinobacteria, Bifidobacteriales, Bifidobacteriaceae, Bifidobacterium, Ambiguous_taxa
FJ506371.1.1371,Bacteria, Firmicutes, Erysipelotrichia, Erysipelotrichales, Erysipelotrichaceae, Erysipelatoclostridium, Ambiguous_taxa
HM011224.1.1408,Bacteria, Actinobacteria, Actinobacteria, Corynebacteriales, Mycobacteriaceae, Mycobacterium, Ambiguous_taxa
EU504132.1.1404,Bacteria, Bacteroidetes, Bacteroidia, Bacteroidales, Bacteroidales S24-7 group, uncultured bacterium, uncultured bacterium
FJ497240.1.1404,Bacteria, Actinobacteria, Actinobacteria, Corynebacteriales, Mycobacteriaceae, Mycobacterium, Ambiguous_taxa
GQ002849.1.1344,Bacteria, Actinobacteria, Actinobacteria, Micrococcales, Dermacoccaceae, Kytococcus, Ambiguous_taxa
GQ087093.1.1340,Bacteria, Actinobacteria, Actinobacteria, Corynebacteriales, Corynebacteriaceae, Corynebacterium 1, uncultured bacterium
AB598277.1.1432,Bacteria, Chloroflexi, Anaerolineae, Anaerolineales, Anaerolineaceae, Pelolinea, Ambiguous_taxa
AB614700.1.1471,Bacteria, Firmicutes, Clostridia, Clostridiales, Ruminococcaceae, uncultured, Ambiguous_taxa
AB614982.1.1487,Bacteria, Bacteroidetes, Bacteroidia, Bacteroidales, Bacteroidales BS11 gut group, uncultured rumen bacterium, uncultured rumen bacterium
AB619711.1.1464,Bacteria, Proteobacteria, Betaproteobacteria, Nitrosomonadales, Nitrosomonadaceae, uncultured, Ambiguous_taxa
HK555451.3.1537,Bacteria, Firmicutes, Bacilli, Bacillales, Bacillaceae, Anoxybacillus, Ambiguous_taxa
AB622820.1.1517,Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, uncultured, Ambiguous_taxa
HK555494.1.1437,Bacteria, Firmicutes, Bacilli, Bacillales, Bacillaceae, Bacillus, Ambiguous_taxa
AB626721.1.1446,Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Comamonadaceae, Hydrogenophaga, Ambiguous_taxa
AB626955.1.1469,Bacteria, Firmicutes, Clostridia, Clostridiales, Ruminococcaceae, Anaerotruncus, Ambiguous_taxa
AB627071.1.1445,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Methylobacteriaceae, Methylobacterium, Ambiguous_taxa
AB630888.1.1424,Bacteria, Planctomycetes, Phycisphaerae, Tepidisphaerales, Tepidisphaeraceae, Tepidisphaera, uncultured bacterium
AB630890.1.1442,Bacteria, Planctomycetes, Planctomycetacia, Planctomycetales, Planctomycetaceae, Pirellula, Ambiguous_taxa
AB636947.1.1425,Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae, Rubellimicrobium, Ambiguous_taxa
AB636950.1.1456,Bacteria, Proteobacteria, Alphaproteobacteria, Rickettsiales, Rickettsiaceae, uncultured, uncultured bacterium
AB638425.1.1340,Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Comamonadaceae, Ambiguous_taxa, Ambiguous_taxa
AB661449.1.1532,Bacteria, Deferribacteres, Deferribacteres, Deferribacterales, Deferribacteraceae, Mucispirillum, Ambiguous_taxa
GQ069573.1.1344,Bacteria, Actinobacteria, Actinobacteria, Corynebacteriales, Corynebacteriaceae, Corynebacterium 1, uncultured bacterium
AB682424.1.1433,Bacteria, Bacteroidetes, Cytophagia, Cytophagales, Cytophagaceae, Rudanella, Ambiguous_taxa
